bcell_id	h_age	new_h_age
6456612	54.8 to 72.4 years	54.8-72.4 years
6456613	55.9 to 76.9 years	55.9-76.9 years
6456779	55.9 to 76.9 years	55.9-76.9 years
6456780	54.8 to 72.4 years	54.8-72.4 years
6456781	55.9 to 76.9 years	55.9-76.9 years
6456782	54.8 to 72.4 years	54.8-72.4 years
6456783	55.9 to 76.9 years	55.9-76.9 years
6456784	54.8 to 72.4 years	54.8-72.4 years
6456785	55.9 to 76.9 years	55.9-76.9 years
6456786	54.8 to 72.4 years	54.8-72.4 years
6456787	55.9 to 76.9 years	55.9-76.9 years
6456788	54.8 to 72.4 years	54.8-72.4 years
6456789	55.9 to 76.9 years	55.9-76.9 years
6456955	55.9 to 76.9 years	55.9-76.9 years
6456956	54.8 to 72.4 years	54.8-72.4 years
6456957	55.9 to 76.9 years	55.9-76.9 years
6456958	54.8 to 72.4 years	54.8-72.4 years
6456959	55.9 to 76.9 years	55.9-76.9 years
6456960	54.8 to 72.4 years	54.8-72.4 years
6456961	55.9 to 76.9 years	55.9-76.9 years
6456962	54.8 to 72.4 years	54.8-72.4 years
6456963	55.9 to 76.9 years	55.9-76.9 years
6456964	54.8 to 72.4 years	54.8-72.4 years
6456965	55.9 to 76.9 years	55.9-76.9 years
6457131	55.9 to 76.9 years	55.9-76.9 years
6457132	54.8 to 72.4 years	54.8-72.4 years
6457133	55.9 to 76.9 years	55.9-76.9 years
6457134	54.8 to 72.4 years	54.8-72.4 years
6457135	55.9 to 76.9 years	55.9-76.9 years
6457136	54.8 to 72.4 years	54.8-72.4 years
6457137	55.9 to 76.9 years	55.9-76.9 years
6457138	54.8 to 72.4 years	54.8-72.4 years
6457139	55.9 to 76.9 years	55.9-76.9 years
6457140	54.8 to 72.4 years	54.8-72.4 years
6457141	55.9 to 76.9 years	55.9-76.9 years
6457307	55.9 to 76.9 years	55.9-76.9 years
6457308	54.8 to 72.4 years	54.8-72.4 years
6457309	55.9 to 76.9 years	55.9-76.9 years
6457310	54.8 to 72.4 years	54.8-72.4 years
6457311	55.9 to 76.9 years	55.9-76.9 years
6457312	54.8 to 72.4 years	54.8-72.4 years
6457313	55.9 to 76.9 years	55.9-76.9 years
6457314	54.8 to 72.4 years	54.8-72.4 years
6457315	55.9 to 76.9 years	55.9-76.9 years
6457316	54.8 to 72.4 years	54.8-72.4 years
6457317	55.9 to 76.9 years	55.9-76.9 years
6457483	55.9 to 76.9 years	55.9-76.9 years
6457484	54.8 to 72.4 years	54.8-72.4 years
6457485	55.9 to 76.9 years	55.9-76.9 years
6457486	54.8 to 72.4 years	54.8-72.4 years
6457487	55.9 to 76.9 years	55.9-76.9 years
6457488	54.8 to 72.4 years	54.8-72.4 years
6457489	55.9 to 76.9 years	55.9-76.9 years
6457490	54.8 to 72.4 years	54.8-72.4 years
6457491	55.9 to 76.9 years	55.9-76.9 years
6457492	54.8 to 72.4 years	54.8-72.4 years
6457493	55.9 to 76.9 years	55.9-76.9 years
6454861	55.9 to 76.9 years	55.9-76.9 years
6454862	54.8 to 72.4 years	54.8-72.4 years
6454863	55.9 to 76.9 years	55.9-76.9 years
6454864	54.8 to 72.4 years	54.8-72.4 years
6454865	55.9 to 76.9 years	55.9-76.9 years
6454866	54.8 to 72.4 years	54.8-72.4 years
6454867	55.9 to 76.9 years	55.9-76.9 years
6454868	54.8 to 72.4 years	54.8-72.4 years
6454869	55.9 to 76.9 years	55.9-76.9 years
6454870	54.8 to 72.4 years	54.8-72.4 years
6454871	55.9 to 76.9 years	55.9-76.9 years
6455037	55.9 to 76.9 years	55.9-76.9 years
6455038	54.8 to 72.4 years	54.8-72.4 years
6455039	55.9 to 76.9 years	55.9-76.9 years
6455040	54.8 to 72.4 years	54.8-72.4 years
6455041	55.9 to 76.9 years	55.9-76.9 years
6455042	54.8 to 72.4 years	54.8-72.4 years
6455043	55.9 to 76.9 years	55.9-76.9 years
6455044	54.8 to 72.4 years	54.8-72.4 years
6455045	55.9 to 76.9 years	55.9-76.9 years
6455046	54.8 to 72.4 years	54.8-72.4 years
6455047	55.9 to 76.9 years	55.9-76.9 years
6455214	54.8 to 72.4 years	54.8-72.4 years
6455215	55.9 to 76.9 years	55.9-76.9 years
6455216	54.8 to 72.4 years	54.8-72.4 years
6455217	55.9 to 76.9 years	55.9-76.9 years
6455218	54.8 to 72.4 years	54.8-72.4 years
6455219	55.9 to 76.9 years	55.9-76.9 years
6455220	54.8 to 72.4 years	54.8-72.4 years
6455221	55.9 to 76.9 years	55.9-76.9 years
6455222	54.8 to 72.4 years	54.8-72.4 years
6455223	55.9 to 76.9 years	55.9-76.9 years
6455224	54.8 to 72.4 years	54.8-72.4 years
6455390	54.8 to 72.4 years	54.8-72.4 years
6455391	55.9 to 76.9 years	55.9-76.9 years
6455392	54.8 to 72.4 years	54.8-72.4 years
6455393	55.9 to 76.9 years	55.9-76.9 years
6455394	54.8 to 72.4 years	54.8-72.4 years
6455395	55.9 to 76.9 years	55.9-76.9 years
6455396	54.8 to 72.4 years	54.8-72.4 years
6455397	55.9 to 76.9 years	55.9-76.9 years
6455398	54.8 to 72.4 years	54.8-72.4 years
6455399	55.9 to 76.9 years	55.9-76.9 years
6455400	54.8 to 72.4 years	54.8-72.4 years
6455566	54.8 to 72.4 years	54.8-72.4 years
6455567	55.9 to 76.9 years	55.9-76.9 years
6455568	54.8 to 72.4 years	54.8-72.4 years
6455569	55.9 to 76.9 years	55.9-76.9 years
6455570	54.8 to 72.4 years	54.8-72.4 years
6455571	55.9 to 76.9 years	55.9-76.9 years
6455572	54.8 to 72.4 years	54.8-72.4 years
6455573	55.9 to 76.9 years	55.9-76.9 years
6455574	54.8 to 72.4 years	54.8-72.4 years
6455575	55.9 to 76.9 years	55.9-76.9 years
6455576	54.8 to 72.4 years	54.8-72.4 years
6455722	54.8 to 72.4 years	54.8-72.4 years
6455723	55.9 to 76.9 years	55.9-76.9 years
6455724	54.8 to 72.4 years	54.8-72.4 years
6455725	55.9 to 76.9 years	55.9-76.9 years
6455726	54.8 to 72.4 years	54.8-72.4 years
6455727	55.9 to 76.9 years	55.9-76.9 years
6455728	54.8 to 72.4 years	54.8-72.4 years
6455729	55.9 to 76.9 years	55.9-76.9 years
6455730	54.8 to 72.4 years	54.8-72.4 years
6455731	55.9 to 76.9 years	55.9-76.9 years
6455732	54.8 to 72.4 years	54.8-72.4 years
6455898	54.8 to 72.4 years	54.8-72.4 years
6455899	55.9 to 76.9 years	55.9-76.9 years
6455900	54.8 to 72.4 years	54.8-72.4 years
6455901	55.9 to 76.9 years	55.9-76.9 years
6455902	54.8 to 72.4 years	54.8-72.4 years
6455903	55.9 to 76.9 years	55.9-76.9 years
6455904	54.8 to 72.4 years	54.8-72.4 years
6455905	55.9 to 76.9 years	55.9-76.9 years
6455906	54.8 to 72.4 years	54.8-72.4 years
6455907	55.9 to 76.9 years	55.9-76.9 years
6455908	54.8 to 72.4 years	54.8-72.4 years
6456074	54.8 to 72.4 years	54.8-72.4 years
6456075	55.9 to 76.9 years	55.9-76.9 years
6456076	54.8 to 72.4 years	54.8-72.4 years
6456077	55.9 to 76.9 years	55.9-76.9 years
6456078	54.8 to 72.4 years	54.8-72.4 years
6456079	55.9 to 76.9 years	55.9-76.9 years
6456080	54.8 to 72.4 years	54.8-72.4 years
6456081	55.9 to 76.9 years	55.9-76.9 years
6456082	54.8 to 72.4 years	54.8-72.4 years
6456083	55.9 to 76.9 years	55.9-76.9 years
6456084	54.8 to 72.4 years	54.8-72.4 years
6456251	55.9 to 76.9 years	55.9-76.9 years
6456252	54.8 to 72.4 years	54.8-72.4 years
6456253	55.9 to 76.9 years	55.9-76.9 years
6456254	54.8 to 72.4 years	54.8-72.4 years
6456255	55.9 to 76.9 years	55.9-76.9 years
6456256	54.8 to 72.4 years	54.8-72.4 years
6456257	55.9 to 76.9 years	55.9-76.9 years
6456258	54.8 to 72.4 years	54.8-72.4 years
6456259	55.9 to 76.9 years	55.9-76.9 years
6456260	54.8 to 72.4 years	54.8-72.4 years
6456261	55.9 to 76.9 years	55.9-76.9 years
6456427	55.9 to 76.9 years	55.9-76.9 years
6456428	54.8 to 72.4 years	54.8-72.4 years
6456429	55.9 to 76.9 years	55.9-76.9 years
6456430	54.8 to 72.4 years	54.8-72.4 years
6456431	55.9 to 76.9 years	55.9-76.9 years
6456432	54.8 to 72.4 years	54.8-72.4 years
6456433	55.9 to 76.9 years	55.9-76.9 years
6456434	54.8 to 72.4 years	54.8-72.4 years
6456435	55.9 to 76.9 years	55.9-76.9 years
6456436	54.8 to 72.4 years	54.8-72.4 years
6456437	55.9 to 76.9 years	55.9-76.9 years
6456614	54.8 to 72.4 years	54.8-72.4 years
6456615	55.9 to 76.9 years	55.9-76.9 years
6456616	54.8 to 72.4 years	54.8-72.4 years
6456617	55.9 to 76.9 years	55.9-76.9 years
6456618	54.8 to 72.4 years	54.8-72.4 years
6456619	55.9 to 76.9 years	55.9-76.9 years
6456620	54.8 to 72.4 years	54.8-72.4 years
6456621	55.9 to 76.9 years	55.9-76.9 years
6456622	54.8 to 72.4 years	54.8-72.4 years
6456623	55.9 to 76.9 years	55.9-76.9 years
6456624	54.8 to 72.4 years	54.8-72.4 years
6456790	54.8 to 72.4 years	54.8-72.4 years
6456791	55.9 to 76.9 years	55.9-76.9 years
6456792	54.8 to 72.4 years	54.8-72.4 years
6456793	55.9 to 76.9 years	55.9-76.9 years
6456794	54.8 to 72.4 years	54.8-72.4 years
6456795	55.9 to 76.9 years	55.9-76.9 years
6456796	54.8 to 72.4 years	54.8-72.4 years
6456797	55.9 to 76.9 years	55.9-76.9 years
6456798	54.8 to 72.4 years	54.8-72.4 years
6456799	55.9 to 76.9 years	55.9-76.9 years
6456800	54.8 to 72.4 years	54.8-72.4 years
6456966	54.8 to 72.4 years	54.8-72.4 years
6456967	55.9 to 76.9 years	55.9-76.9 years
6456968	54.8 to 72.4 years	54.8-72.4 years
6456969	55.9 to 76.9 years	55.9-76.9 years
6456970	54.8 to 72.4 years	54.8-72.4 years
6456971	55.9 to 76.9 years	55.9-76.9 years
6456972	54.8 to 72.4 years	54.8-72.4 years
6456973	55.9 to 76.9 years	55.9-76.9 years
6456974	54.8 to 72.4 years	54.8-72.4 years
6456975	55.9 to 76.9 years	55.9-76.9 years
6456976	54.8 to 72.4 years	54.8-72.4 years
6457142	54.8 to 72.4 years	54.8-72.4 years
6457143	55.9 to 76.9 years	55.9-76.9 years
6457144	54.8 to 72.4 years	54.8-72.4 years
6457145	55.9 to 76.9 years	55.9-76.9 years
6457146	54.8 to 72.4 years	54.8-72.4 years
6457147	55.9 to 76.9 years	55.9-76.9 years
6457148	54.8 to 72.4 years	54.8-72.4 years
6457149	55.9 to 76.9 years	55.9-76.9 years
6457150	54.8 to 72.4 years	54.8-72.4 years
6457151	55.9 to 76.9 years	55.9-76.9 years
6457152	54.8 to 72.4 years	54.8-72.4 years
6457318	54.8 to 72.4 years	54.8-72.4 years
6457319	55.9 to 76.9 years	55.9-76.9 years
6457320	54.8 to 72.4 years	54.8-72.4 years
6457321	55.9 to 76.9 years	55.9-76.9 years
6457322	54.8 to 72.4 years	54.8-72.4 years
6457323	55.9 to 76.9 years	55.9-76.9 years
6457324	54.8 to 72.4 years	54.8-72.4 years
6457325	55.9 to 76.9 years	55.9-76.9 years
6457326	54.8 to 72.4 years	54.8-72.4 years
6457327	55.9 to 76.9 years	55.9-76.9 years
6457328	54.8 to 72.4 years	54.8-72.4 years
6457494	54.8 to 72.4 years	54.8-72.4 years
6457495	55.9 to 76.9 years	55.9-76.9 years
6457496	54.8 to 72.4 years	54.8-72.4 years
6457497	55.9 to 76.9 years	55.9-76.9 years
6457498	54.8 to 72.4 years	54.8-72.4 years
6457499	55.9 to 76.9 years	55.9-76.9 years
6457500	54.8 to 72.4 years	54.8-72.4 years
6457501	55.9 to 76.9 years	55.9-76.9 years
6457502	54.8 to 72.4 years	54.8-72.4 years
6457503	55.9 to 76.9 years	55.9-76.9 years
6457504	54.8 to 72.4 years	54.8-72.4 years
6454872	54.8 to 72.4 years	54.8-72.4 years
6454873	55.9 to 76.9 years	55.9-76.9 years
6454874	54.8 to 72.4 years	54.8-72.4 years
6454875	55.9 to 76.9 years	55.9-76.9 years
6454876	54.8 to 72.4 years	54.8-72.4 years
6454877	55.9 to 76.9 years	55.9-76.9 years
6454878	54.8 to 72.4 years	54.8-72.4 years
6454879	55.9 to 76.9 years	55.9-76.9 years
6454880	54.8 to 72.4 years	54.8-72.4 years
6454881	55.9 to 76.9 years	55.9-76.9 years
6454882	54.8 to 72.4 years	54.8-72.4 years
6455048	54.8 to 72.4 years	54.8-72.4 years
6455049	55.9 to 76.9 years	55.9-76.9 years
6455050	54.8 to 72.4 years	54.8-72.4 years
6455051	55.9 to 76.9 years	55.9-76.9 years
6455052	54.8 to 72.4 years	54.8-72.4 years
6455053	55.9 to 76.9 years	55.9-76.9 years
6455054	54.8 to 72.4 years	54.8-72.4 years
6455055	55.9 to 76.9 years	55.9-76.9 years
6455056	54.8 to 72.4 years	54.8-72.4 years
6455057	55.9 to 76.9 years	55.9-76.9 years
6455058	54.8 to 72.4 years	54.8-72.4 years
6455225	55.9 to 76.9 years	55.9-76.9 years
6455226	54.8 to 72.4 years	54.8-72.4 years
6455227	55.9 to 76.9 years	55.9-76.9 years
6455228	54.8 to 72.4 years	54.8-72.4 years
6455229	55.9 to 76.9 years	55.9-76.9 years
6455230	54.8 to 72.4 years	54.8-72.4 years
6455231	55.9 to 76.9 years	55.9-76.9 years
6455232	54.8 to 72.4 years	54.8-72.4 years
6455233	55.9 to 76.9 years	55.9-76.9 years
6455234	54.8 to 72.4 years	54.8-72.4 years
6455235	55.9 to 76.9 years	55.9-76.9 years
6455401	55.9 to 76.9 years	55.9-76.9 years
6455402	54.8 to 72.4 years	54.8-72.4 years
6455403	55.9 to 76.9 years	55.9-76.9 years
6455404	54.8 to 72.4 years	54.8-72.4 years
6455405	55.9 to 76.9 years	55.9-76.9 years
6455406	54.8 to 72.4 years	54.8-72.4 years
6455407	55.9 to 76.9 years	55.9-76.9 years
6455408	54.8 to 72.4 years	54.8-72.4 years
6455409	55.9 to 76.9 years	55.9-76.9 years
6455410	54.8 to 72.4 years	54.8-72.4 years
6455411	55.9 to 76.9 years	55.9-76.9 years
6455577	55.9 to 76.9 years	55.9-76.9 years
6455578	54.8 to 72.4 years	54.8-72.4 years
6455579	55.9 to 76.9 years	55.9-76.9 years
6455580	54.8 to 72.4 years	54.8-72.4 years
6455581	55.9 to 76.9 years	55.9-76.9 years
6455582	54.8 to 72.4 years	54.8-72.4 years
6455583	55.9 to 76.9 years	55.9-76.9 years
6455584	54.8 to 72.4 years	54.8-72.4 years
6455585	55.9 to 76.9 years	55.9-76.9 years
6455586	54.8 to 72.4 years	54.8-72.4 years
6455587	55.9 to 76.9 years	55.9-76.9 years
6455733	55.9 to 76.9 years	55.9-76.9 years
6455734	54.8 to 72.4 years	54.8-72.4 years
6455735	55.9 to 76.9 years	55.9-76.9 years
6455736	54.8 to 72.4 years	54.8-72.4 years
6455737	55.9 to 76.9 years	55.9-76.9 years
6455738	54.8 to 72.4 years	54.8-72.4 years
6455739	55.9 to 76.9 years	55.9-76.9 years
6455740	54.8 to 72.4 years	54.8-72.4 years
6455741	55.9 to 76.9 years	55.9-76.9 years
6455742	54.8 to 72.4 years	54.8-72.4 years
6455743	55.9 to 76.9 years	55.9-76.9 years
6455909	55.9 to 76.9 years	55.9-76.9 years
6455910	54.8 to 72.4 years	54.8-72.4 years
6455911	55.9 to 76.9 years	55.9-76.9 years
6455912	54.8 to 72.4 years	54.8-72.4 years
6455913	55.9 to 76.9 years	55.9-76.9 years
6455914	54.8 to 72.4 years	54.8-72.4 years
6455915	55.9 to 76.9 years	55.9-76.9 years
6455916	54.8 to 72.4 years	54.8-72.4 years
6455917	55.9 to 76.9 years	55.9-76.9 years
6455918	54.8 to 72.4 years	54.8-72.4 years
6455919	55.9 to 76.9 years	55.9-76.9 years
6456085	55.9 to 76.9 years	55.9-76.9 years
6456086	54.8 to 72.4 years	54.8-72.4 years
6456087	55.9 to 76.9 years	55.9-76.9 years
6456088	54.8 to 72.4 years	54.8-72.4 years
6456089	55.9 to 76.9 years	55.9-76.9 years
6456090	54.8 to 72.4 years	54.8-72.4 years
6456091	55.9 to 76.9 years	55.9-76.9 years
6456092	54.8 to 72.4 years	54.8-72.4 years
6456093	55.9 to 76.9 years	55.9-76.9 years
6456094	54.8 to 72.4 years	54.8-72.4 years
6456095	55.9 to 76.9 years	55.9-76.9 years
6456262	54.8 to 72.4 years	54.8-72.4 years
6456263	55.9 to 76.9 years	55.9-76.9 years
6456264	54.8 to 72.4 years	54.8-72.4 years
6456265	55.9 to 76.9 years	55.9-76.9 years
6456266	54.8 to 72.4 years	54.8-72.4 years
6456267	55.9 to 76.9 years	55.9-76.9 years
6456268	54.8 to 72.4 years	54.8-72.4 years
6456269	55.9 to 76.9 years	55.9-76.9 years
6456270	54.8 to 72.4 years	54.8-72.4 years
6456271	55.9 to 76.9 years	55.9-76.9 years
6456272	54.8 to 72.4 years	54.8-72.4 years
6456438	54.8 to 72.4 years	54.8-72.4 years
6456439	55.9 to 76.9 years	55.9-76.9 years
6456440	54.8 to 72.4 years	54.8-72.4 years
6456441	55.9 to 76.9 years	55.9-76.9 years
6456442	54.8 to 72.4 years	54.8-72.4 years
6456443	55.9 to 76.9 years	55.9-76.9 years
6456444	54.8 to 72.4 years	54.8-72.4 years
6456445	55.9 to 76.9 years	55.9-76.9 years
6456446	54.8 to 72.4 years	54.8-72.4 years
6456447	55.9 to 76.9 years	55.9-76.9 years
6456448	54.8 to 72.4 years	54.8-72.4 years
6456625	55.9 to 76.9 years	55.9-76.9 years
6456626	54.8 to 72.4 years	54.8-72.4 years
6456627	55.9 to 76.9 years	55.9-76.9 years
6456628	54.8 to 72.4 years	54.8-72.4 years
6456629	55.9 to 76.9 years	55.9-76.9 years
6456630	54.8 to 72.4 years	54.8-72.4 years
6456631	55.9 to 76.9 years	55.9-76.9 years
6456632	54.8 to 72.4 years	54.8-72.4 years
6456633	55.9 to 76.9 years	55.9-76.9 years
6456634	54.8 to 72.4 years	54.8-72.4 years
6456635	55.9 to 76.9 years	55.9-76.9 years
6456801	55.9 to 76.9 years	55.9-76.9 years
6456802	54.8 to 72.4 years	54.8-72.4 years
6456803	55.9 to 76.9 years	55.9-76.9 years
6456804	54.8 to 72.4 years	54.8-72.4 years
6456805	55.9 to 76.9 years	55.9-76.9 years
6456806	54.8 to 72.4 years	54.8-72.4 years
6456807	55.9 to 76.9 years	55.9-76.9 years
6456808	54.8 to 72.4 years	54.8-72.4 years
6456809	55.9 to 76.9 years	55.9-76.9 years
6456810	54.8 to 72.4 years	54.8-72.4 years
6456811	55.9 to 76.9 years	55.9-76.9 years
6456977	55.9 to 76.9 years	55.9-76.9 years
6456978	54.8 to 72.4 years	54.8-72.4 years
6456979	55.9 to 76.9 years	55.9-76.9 years
6456980	54.8 to 72.4 years	54.8-72.4 years
6456981	55.9 to 76.9 years	55.9-76.9 years
6456982	54.8 to 72.4 years	54.8-72.4 years
6456983	55.9 to 76.9 years	55.9-76.9 years
6456984	54.8 to 72.4 years	54.8-72.4 years
6456985	55.9 to 76.9 years	55.9-76.9 years
6456986	54.8 to 72.4 years	54.8-72.4 years
6456987	55.9 to 76.9 years	55.9-76.9 years
6457153	55.9 to 76.9 years	55.9-76.9 years
6457154	54.8 to 72.4 years	54.8-72.4 years
6457155	55.9 to 76.9 years	55.9-76.9 years
6457156	54.8 to 72.4 years	54.8-72.4 years
6457157	55.9 to 76.9 years	55.9-76.9 years
6457158	54.8 to 72.4 years	54.8-72.4 years
6457159	55.9 to 76.9 years	55.9-76.9 years
6457160	54.8 to 72.4 years	54.8-72.4 years
6457161	55.9 to 76.9 years	55.9-76.9 years
6457162	54.8 to 72.4 years	54.8-72.4 years
6457163	55.9 to 76.9 years	55.9-76.9 years
6457329	55.9 to 76.9 years	55.9-76.9 years
6457330	54.8 to 72.4 years	54.8-72.4 years
6457331	55.9 to 76.9 years	55.9-76.9 years
6457332	54.8 to 72.4 years	54.8-72.4 years
6457333	55.9 to 76.9 years	55.9-76.9 years
6457334	54.8 to 72.4 years	54.8-72.4 years
6457335	55.9 to 76.9 years	55.9-76.9 years
6457336	54.8 to 72.4 years	54.8-72.4 years
6457337	55.9 to 76.9 years	55.9-76.9 years
6457338	54.8 to 72.4 years	54.8-72.4 years
6457339	55.9 to 76.9 years	55.9-76.9 years
6457505	55.9 to 76.9 years	55.9-76.9 years
6457506	54.8 to 72.4 years	54.8-72.4 years
6457507	55.9 to 76.9 years	55.9-76.9 years
6457508	54.8 to 72.4 years	54.8-72.4 years
6457509	55.9 to 76.9 years	55.9-76.9 years
6457510	54.8 to 72.4 years	54.8-72.4 years
6457511	55.9 to 76.9 years	55.9-76.9 years
6457512	54.8 to 72.4 years	54.8-72.4 years
6457513	55.9 to 76.9 years	55.9-76.9 years
6457514	54.8 to 72.4 years	54.8-72.4 years
6457515	55.9 to 76.9 years	55.9-76.9 years
6454883	55.9 to 76.9 years	55.9-76.9 years
6454884	54.8 to 72.4 years	54.8-72.4 years
6454885	55.9 to 76.9 years	55.9-76.9 years
6454886	54.8 to 72.4 years	54.8-72.4 years
6454887	55.9 to 76.9 years	55.9-76.9 years
6454888	54.8 to 72.4 years	54.8-72.4 years
6454889	55.9 to 76.9 years	55.9-76.9 years
6454890	54.8 to 72.4 years	54.8-72.4 years
6454891	55.9 to 76.9 years	55.9-76.9 years
6454892	54.8 to 72.4 years	54.8-72.4 years
6454893	55.9 to 76.9 years	55.9-76.9 years
6455059	55.9 to 76.9 years	55.9-76.9 years
6455060	54.8 to 72.4 years	54.8-72.4 years
6455061	55.9 to 76.9 years	55.9-76.9 years
6455062	54.8 to 72.4 years	54.8-72.4 years
6455063	55.9 to 76.9 years	55.9-76.9 years
6455064	54.8 to 72.4 years	54.8-72.4 years
6455065	55.9 to 76.9 years	55.9-76.9 years
6455066	54.8 to 72.4 years	54.8-72.4 years
6455067	55.9 to 76.9 years	55.9-76.9 years
6455068	54.8 to 72.4 years	54.8-72.4 years
6455069	55.9 to 76.9 years	55.9-76.9 years
6455236	54.8 to 72.4 years	54.8-72.4 years
6455237	55.9 to 76.9 years	55.9-76.9 years
6455238	54.8 to 72.4 years	54.8-72.4 years
6455239	55.9 to 76.9 years	55.9-76.9 years
6455240	54.8 to 72.4 years	54.8-72.4 years
6455241	55.9 to 76.9 years	55.9-76.9 years
6455242	54.8 to 72.4 years	54.8-72.4 years
6455243	55.9 to 76.9 years	55.9-76.9 years
6455244	54.8 to 72.4 years	54.8-72.4 years
6455245	55.9 to 76.9 years	55.9-76.9 years
6455246	54.8 to 72.4 years	54.8-72.4 years
6455412	54.8 to 72.4 years	54.8-72.4 years
6455413	55.9 to 76.9 years	55.9-76.9 years
6455414	54.8 to 72.4 years	54.8-72.4 years
6455415	55.9 to 76.9 years	55.9-76.9 years
6455416	54.8 to 72.4 years	54.8-72.4 years
6455417	55.9 to 76.9 years	55.9-76.9 years
6455418	54.8 to 72.4 years	54.8-72.4 years
6455419	55.9 to 76.9 years	55.9-76.9 years
6455420	54.8 to 72.4 years	54.8-72.4 years
6455421	55.9 to 76.9 years	55.9-76.9 years
6455422	54.8 to 72.4 years	54.8-72.4 years
6455588	54.8 to 72.4 years	54.8-72.4 years
6455589	55.9 to 76.9 years	55.9-76.9 years
6455590	54.8 to 72.4 years	54.8-72.4 years
6455591	55.9 to 76.9 years	55.9-76.9 years
6455592	54.8 to 72.4 years	54.8-72.4 years
6455593	55.9 to 76.9 years	55.9-76.9 years
6455594	54.8 to 72.4 years	54.8-72.4 years
6455595	55.9 to 76.9 years	55.9-76.9 years
6455596	54.8 to 72.4 years	54.8-72.4 years
6455597	55.9 to 76.9 years	55.9-76.9 years
6455598	54.8 to 72.4 years	54.8-72.4 years
6455744	54.8 to 72.4 years	54.8-72.4 years
6455745	55.9 to 76.9 years	55.9-76.9 years
6455746	54.8 to 72.4 years	54.8-72.4 years
6455747	55.9 to 76.9 years	55.9-76.9 years
6455748	54.8 to 72.4 years	54.8-72.4 years
6455749	55.9 to 76.9 years	55.9-76.9 years
6455750	54.8 to 72.4 years	54.8-72.4 years
6455751	55.9 to 76.9 years	55.9-76.9 years
6455752	54.8 to 72.4 years	54.8-72.4 years
6455753	55.9 to 76.9 years	55.9-76.9 years
6455754	54.8 to 72.4 years	54.8-72.4 years
6455920	54.8 to 72.4 years	54.8-72.4 years
6455921	55.9 to 76.9 years	55.9-76.9 years
6455922	54.8 to 72.4 years	54.8-72.4 years
6455923	55.9 to 76.9 years	55.9-76.9 years
6455924	54.8 to 72.4 years	54.8-72.4 years
6455925	55.9 to 76.9 years	55.9-76.9 years
6455926	54.8 to 72.4 years	54.8-72.4 years
6455927	55.9 to 76.9 years	55.9-76.9 years
6455928	54.8 to 72.4 years	54.8-72.4 years
6455929	55.9 to 76.9 years	55.9-76.9 years
6455930	54.8 to 72.4 years	54.8-72.4 years
